V1,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,V10,ppm.1,Intensity.1,Width.1,Area.1,Type.1,Flags.1,Impurity/Compound.1,Annotation.1,V19,ppm.2,Intensity.2,Width.2,Area.2,Type.2,Flags.2,Impurity/Compound.2,Annotation.2,V28,ppm.3,Intensity.3,Width.3,Area.3,Type.3,Flags.3,Impurity/Compound.3,Annotation.3,V37,ppm.4,Intensity.4,Width.4,Area.4,Type.4,Flags.4,Impurity/Compound.4,Annotation.4,V46,ppm.5,Intensity.5,Width.5,Area.5,Type.5,Flags.5,Impurity/Compound.5,Annotation.5,V55,ppm.6,Intensity.6,Width.6,Area.6,Type.6,Flags.6,Impurity/Compound.6,Annotation.6,V64,ppm.7,Intensity.7,Width.7,Area.7,Type.7,Flags.7,Impurity/Compound.7,Annotation.7,V73,ppm.8,Intensity.8,Width.8,Area.8,Type.8,Flags.8,Impurity/Compound.8,Annotation.8,V82,ppm.9,Intensity.9,Width.9,Area.9,Type.9,Flags.9,Impurity/Compound.9,Annotation.9,V91,ppm.10,Intensity.10,Width.10,Area.10,Type.10,Flags.10,Impurity/Compound.10,Annotation.10,V100,ppm.11,Intensity.11,Width.11,Area.11,Type.11,Flags.11,Impurity/Compound.11,Annotation.11,source,V109,ppm.12,Intensity.12,Width.12,Area.12,Type.12,Flags.12,Impurity/Compound.12,Annotation.12,v
2,13.7,0,0.6,0.05,Artifact,Weak,NA,NA,28,3.53,0,2.52,0.29,Artifact,Weak,NA,NA,54,2.67,0.4,1.75,9.49,Solvent,Weak + C13_Sat,NA,NA,80,2.02,0,46.2,4.85,Compound,None,NA,NA,106,1.19,0,1.44,0.49,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,13.49,0,0.78,0.06,Artifact,Weak,NA,NA,29,3.5,0.6,2.45,17.18,Compound,None,NA,NA,55,2.66,0.3,1.74,6.81,Solvent,Weak + C13_Sat,NA,NA,81,1.99,0,1.92,0.1,Artifact,Weak,NA,NA,107,1.16,0,1.94,0.57,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10.2,0,1.44,0.45,Impurity,Weak,NA,NA,30,3.49,0,4.72,2.29,Artifact,Weak,NA,NA,56,2.66,0.1,1.4,1.74,Solvent,Weak + C13_Sat,NA,NA,82,1.9,0.1,1.83,1.33,Compound,None,NA,NA,108,1.15,0,3.46,2.17,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8.88,0,0.94,0.09,Artifact,Weak,NA,NA,31,3.48,0.1,5.63,4.33,Artifact,Weak,NA,NA,57,2.57,0.1,31.16,31.81,Artifact,Weak,NA,NA,83,1.88,0,17.77,1.2,Artifact,Weak,NA,NA,109,1.11,0,1.14,0.12,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7.08,1.5,20.83,406.56,Compound,None,NA,NA,32,3.47,0.1,1.29,0.94,Artifact,Weak,NA,NA,58,2.53,0.4,17.35,82.85,Artifact,Weak,NA,NA,84,1.84,0,13.42,2.07,Compound,None,NA,NA,110,1.11,0,1.22,0.16,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6.52,0,1.84,0.69,Impurity,None,NA,NA,33,3.46,0,2.99,0.7,Artifact,Weak,NA,NA,59,2.52,0.3,1.53,5.3,Solvent,Weak,NA,NA,85,1.82,0,17.37,1.72,Compound,None,NA,NA,111,1.07,0.5,1.01,5.89,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6.45,0,0.54,0.04,Artifact,Weak,NA,NA,34,3.46,0.1,1.23,0.77,Artifact,Weak,NA,NA,60,2.51,22.1,1.54,433.67,Solvent,None,NA,NA,86,1.75,0,1.33,0.27,Impurity,Weak,NA,NA,112,1.06,0,4.21,0.69,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,5.22,0,2.64,0.23,Artifact,Weak,NA,NA,35,3.45,0.2,1.39,3.3,Artifact,Weak,NA,NA,61,2.5,54,1.77,1254.03,Solvent,None,NA,NA,87,1.69,0,1.72,0.14,Artifact,Weak,NA,NA,113,1.05,1,1.09,13.9,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5.14,0,6.07,0.45,Artifact,Weak,NA,NA,36,3.44,0.2,1.4,3.33,Artifact,Weak,NA,NA,62,2.5,78.4,1.77,1768.71,Solvent,None,NA,NA,88,1.67,0,3.32,0.31,Artifact,Weak,NA,NA,114,1.05,0.2,2.06,5.22,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5.11,0,3.91,0.31,Artifact,Weak,NA,NA,37,3.44,0.2,1.23,2.62,Artifact,Weak,NA,NA,63,2.5,55.1,1.71,1226.32,Solvent,None,NA,NA,89,1.56,0,4.12,0.41,Artifact,Weak,NA,NA,115,1.04,0.7,1.4,12.25,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,4.36,0.1,1.91,2.21,Compound,None,NA,NA,38,3.42,0.2,1.56,4.65,Artifact,Weak,NA,NA,64,2.49,20.6,1.39,334,Solvent,None,NA,NA,90,1.54,0,4.01,0.51,Compound,None,NA,NA,116,1.04,0.5,1.23,8.59,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,4.34,0.2,1.98,4.84,Compound,None,NA,NA,39,3.42,0.1,1.92,2.25,Artifact,Weak,NA,NA,65,2.45,0,0.78,0.05,Artifact,Weak,NA,NA,91,1.52,0,7.9,2.04,Compound,None,NA,NA,117,1.03,0.2,2.13,5.77,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,4.33,0.1,1.74,2.92,Compound,None,NA,NA,40,3.41,0.1,2.01,2.6,Artifact,Weak,NA,NA,66,2.42,0,0.82,0.07,Artifact,Weak,NA,NA,92,1.5,0,4.09,0.89,Compound,None,NA,NA,118,1.03,0.6,1.4,12.17,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4.31,0,1.36,0.17,Impurity,Weak,NA,NA,41,3.4,0.1,153.85,330.82,Artifact,Weak,NA,NA,67,2.35,0,7.96,1.72,Compound,None,NA,NA,93,1.49,0,4.97,0.87,Impurity,Weak,NA,NA,119,1.02,0,3.05,1.42,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,4.13,0,0.62,0.05,Artifact,Weak,NA,NA,42,3.38,0,12.14,4.26,Artifact,Weak,NA,NA,68,2.34,0.1,1.41,2.03,Solvent,Weak + C13_Sat,NA,NA,94,1.35,0,2.19,1.37,Compound,None,NA,NA,120,1,0,5.38,1.47,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,4.02,0,14.47,1.67,Compound,None,NA,NA,43,3.37,0.1,24.07,34.01,Artifact,Weak,NA,NA,69,2.33,0.3,1.77,6.89,Solvent,Weak + C13_Sat,NA,NA,95,1.34,0,1.28,0.12,Artifact,Weak,NA,NA,121,0.98,0,1.45,0.11,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,3.95,0,7.72,2.19,Compound,None,NA,NA,44,3.3,2.2,5.9,154.8,Compound,None,NA,NA,70,2.33,0.4,1.77,9.86,Solvent,Weak + C13_Sat,NA,NA,96,1.33,0,1.71,0.15,Artifact,Weak,NA,NA,122,0.89,0,1.53,0.22,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,3.79,0,1.66,0.21,Impurity,Weak,NA,NA,45,3.17,0,1.41,0.36,Artifact,Weak,NA,NA,71,2.32,0.3,1.63,5.72,Solvent,Weak + C13_Sat,NA,NA,97,1.3,0,2.38,0.52,Impurity,Weak,NA,NA,123,0.89,0,2.15,0.43,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3.78,0,1.12,0.15,Impurity,Weak,NA,NA,46,3.16,0,1.14,0.28,Artifact,Weak,NA,NA,72,2.32,0.1,1.53,2.14,Solvent,Weak + C13_Sat,NA,NA,98,1.28,0,1.08,0.24,Impurity,Weak,NA,NA,124,0.87,0,5.31,2.36,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,3.78,0,1.08,0.24,Impurity,Weak,NA,NA,47,2.93,0,14.62,5.12,Artifact,Weak,NA,NA,73,2.27,0,0.73,0.07,Artifact,Weak,NA,NA,99,1.27,0,5.54,0.99,Compound,Weak,NA,NA,125,0.86,0,2.26,1.02,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3.76,0,1.27,0.25,Impurity,Weak,NA,NA,48,2.92,0,0.95,0.07,Artifact,Weak,NA,NA,74,2.23,0,3.37,0.78,Compound,None,NA,NA,100,1.26,0,2.56,1.17,Compound,None,NA,NA,126,0.85,0.1,2.26,1.73,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3.76,0,1.16,0.17,Impurity,Weak,NA,NA,49,2.78,0,5.07,0.32,Artifact,Weak,NA,NA,75,2.21,0,3.67,1.35,Compound,None,NA,NA,101,1.24,0.3,3.86,13.23,Compound,None,NA,NA,127,0.85,0,2.44,1.15,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3.75,0,1.24,0.25,Impurity,Weak,NA,NA,50,2.77,0,3.85,0.72,Impurity,Weak,NA,NA,76,2.19,0,3.76,0.71,Compound,None,NA,NA,102,1.23,0.2,2.83,7.64,Compound,None,NA,NA,128,0.83,0,4.81,2.55,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3.73,0,1.14,0.07,Artifact,Weak,NA,NA,51,2.75,0,2.56,0.25,Impurity,Weak,NA,NA,77,2.13,0,1.31,0.08,Artifact,Weak,NA,NA,103,1.22,0,9.23,2.88,Compound,None,NA,NA,129,0.12,0,0.71,0.05,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,3.57,0,1.17,0.15,Artifact,Weak,NA,NA,52,2.68,0.1,1.46,1.84,Solvent,Weak + C13_Sat,NA,NA,78,2.08,0,0.88,0.15,Impurity,Weak,NA,NA,104,1.21,0,2.54,0.24,Artifact,Weak,NA,NA,130,0.06,0.1,2.42,1.4,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//111.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10.87,0,0.69,0.05,Artifact,Weak,NA,NA,29,3.46,0.1,3.98,3.56,Artifact,Weak,NA,NA,57,2.5,49.3,1.94,1213.97,Solvent,None,NA,NA,85,1.32,0,2.37,0.2,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,10.52,0,0.69,0.06,Artifact,Weak,NA,NA,30,3.46,0,2.55,1.24,Artifact,Weak,NA,NA,58,2.5,79.3,2.12,2187.89,Solvent,None,NA,NA,86,1.3,0,7.12,0.96,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,10.51,0,0.5,0.04,Artifact,Weak,NA,NA,31,3.45,0.1,1.55,2.2,Artifact,Weak,NA,NA,59,2.5,51.2,1.92,1243.05,Solvent,None,NA,NA,87,1.28,0,1.4,0.24,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10.2,0,1.51,0.85,Impurity,None,NA,NA,32,3.45,0.1,3.81,7.14,Artifact,Weak,NA,NA,60,2.49,18,1.41,270.87,Solvent,None,NA,NA,88,1.27,0,10.53,2.17,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7.08,1.2,22.13,359.67,Compound,None,NA,NA,33,3.44,0.2,2.64,6.97,Artifact,Weak,NA,NA,61,2.34,0.1,1.38,1.44,Solvent,Weak + C13_Sat,NA,NA,89,1.26,0,3.46,1.49,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6.52,0,2.03,0.81,Impurity,None,NA,NA,34,3.44,0.1,1.45,2.2,Artifact,Weak,NA,NA,62,2.33,0.3,2.07,6.78,Solvent,Weak + C13_Sat,NA,NA,90,1.24,0.5,3.97,28.53,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4.96,0,289.35,154.99,Compound,None,NA,NA,35,3.42,0.3,2.63,10.76,Artifact,Weak,NA,NA,63,2.33,0.4,2.1,11.47,Solvent,Weak + C13_Sat,NA,NA,91,1.23,0.3,3.06,10.4,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4.49,0,31.75,4.19,Compound,None,NA,NA,36,3.42,0.2,2.8,5.99,Artifact,Weak,NA,NA,64,2.32,0.3,1.94,6.77,Solvent,Weak + C13_Sat,NA,NA,92,1.21,0,1.27,0.09,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4.41,0,12.47,2.65,Compound,None,NA,NA,37,3.41,0.2,3.34,6.23,Artifact,Weak,NA,NA,65,2.32,0.1,1.47,1.6,Solvent,Weak + C13_Sat,NA,NA,93,1.19,0,2.27,0.14,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//112.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
